"","Nombre","Año","Fecha","URL","Código","Kilómetros","Precio","Precio.anterior","Tipo.de.vehículo","Combustible","Transmisión","Edad","Precio.USD","Kilómetros.miles","make","model","source","MakeModel"
"4165","1.6 GLX SPORT",2006,"2016-11-01","http://www.chileautos.cl/auto.asp?codauto=5590744",5590744,152000,5100000,NA,NA,"Bencina",NA,10,7798,152,"Suzuki","GrandVitara","Chileautos",NA
"4166","2.4 GLX SPORT 4WD AT",2011,"2016-10-31","http://www.chileautos.cl/auto.asp?codauto=5590478",5590478,35000,7999999,NA,NA,"Bencina","Automático",5,12232,35,"Suzuki","GrandVitara","Chileautos",NA
"4167","1.6 GLX",2010,"2016-10-31","http://www.chileautos.cl/auto.asp?codauto=5590463",5590463,80000,6790000,NA,NA,"Bencina",NA,6,10382,80,"Suzuki","GrandVitara","Chileautos",NA
"4168",NA,2012,"2016-10-31","http://www.chileautos.cl/auto.asp?codauto=5590357",5590357,48000,6700000,NA,NA,"Bencina",NA,4,10244,48,"Suzuki","GrandVitara","Chileautos",NA
"4169","glx",2007,"2016-10-30","http://www.chileautos.cl/auto.asp?codauto=5589656",5589656,153450,5650000,NA,NA,"Bencina",NA,9,8639,153.45,"Suzuki","GrandVitara","Chileautos",NA
"4170","2.4 Glx Sport",2011,"2016-10-30","http://www.chileautos.cl/auto.asp?codauto=5588856",5588856,63000,7250000,NA,NA,"Bencina",NA,5,11085,63,"Suzuki","GrandVitara","Chileautos",NA
"4171","2.4 GLX SPORT 4X4",2011,"2016-10-29","http://www.chileautos.cl/auto.asp?codauto=5588477",5588477,73000,7390000,NA,NA,"Bencina",NA,5,11299,73,"Suzuki","GrandVitara","Chileautos",NA
"4172","glx 1.6",2011,"2016-10-29","http://www.chileautos.cl/auto.asp?codauto=5587989",5587989,67500,6800000,NA,NA,"Bencina",NA,5,10397,67.5,"Suzuki","GrandVitara","Chileautos",NA
"4173","GLX Sport",2013,"2016-10-28","http://www.chileautos.cl/auto.asp?codauto=5587151",5587151,28500,8500000,NA,NA,"Bencina",NA,3,12996,28.5,"Suzuki","GrandVitara","Chileautos",NA
"4174","GLX 1.6 CON BONO DE 400.000",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5586912",5586912,51180,8390000,NA,NA,"Bencina",NA,3,12828,51.18,"Suzuki","GrandVitara","Chileautos",NA
"4175",NA,2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5586901",5586901,33000,9390000,NA,NA,"Bencina",NA,2,14357,33,"Suzuki","GrandVitara","Chileautos",NA
"4176","1.6",2007,"2016-10-28","http://www.chileautos.cl/auto.asp?codauto=5585981",5585981,139626,5300000,NA,NA,"Bencina",NA,9,8104,139.626,"Suzuki","GrandVitara","Chileautos",NA
"4177","1.6 GLX SPORT MEC 4X4 unico du",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5585855",5585855,49000,7680000,NA,NA,"Bencina",NA,3,11743,49,"Suzuki","GrandVitara","Chileautos",NA
"4179","1.6 GLX 4WD",2014,"2016-10-28","http://www.chileautos.cl/auto.asp?codauto=5585613",5585613,42300,8900000,NA,NA,"Bencina",NA,2,13608,42.3,"Suzuki","GrandVitara","Chileautos",NA
"4180","1.6 GLX SPORT 4WD",2014,"2016-10-28","http://www.chileautos.cl/auto.asp?codauto=5585582",5585582,45200,8580000,NA,NA,"Bencina",NA,2,13119,45.2,"Suzuki","GrandVitara","Chileautos",NA
"4181","Glx sport",2010,"2016-10-27","http://www.chileautos.cl/auto.asp?codauto=5585018",5585018,85500,6e+06,NA,NA,"Bencina",NA,6,9174,85.5,"Suzuki","GrandVitara","Chileautos",NA
"4182","jlx",2004,"2016-10-27","http://www.chileautos.cl/auto.asp?codauto=5584006",5584006,190000,4170000,NA,NA,"Bencina",NA,12,6376,190,"Suzuki","GrandVitara","Chileautos",NA
"4183",NA,2008,"2016-10-27","http://www.chileautos.cl/auto.asp?codauto=5583998",5583998,128000,6e+06,NA,NA,"Bencina",NA,8,9174,128,"Suzuki","GrandVitara","Chileautos",NA
"4184","2.4 GLX SPORT AT",2013,"2016-10-27","http://www.chileautos.cl/auto.asp?codauto=5583292",5583292,42000,8590000,NA,NA,"Bencina","Automático",3,13134,42,"Suzuki","GrandVitara","Chileautos",NA
"4185","GLX",2009,"2016-10-27","http://www.chileautos.cl/auto.asp?codauto=5583065",5583065,57000,6600000,NA,NA,"Bencina",NA,7,10091,57,"Suzuki","GrandVitara","Chileautos",NA
"4186","1.6",2010,"2016-10-26","http://www.chileautos.cl/auto.asp?codauto=5582956",5582956,99000,6450000,NA,NA,"Bencina",NA,6,9862,99,"Suzuki","GrandVitara","Chileautos",NA
"4187","4X4 1.6",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5582158",5582158,41662,8980000,NA,NA,"Bencina",NA,2,13730,41.662,"Suzuki","GrandVitara","Chileautos",NA
"4188","1.6 GLX",2010,"2016-10-26","http://www.chileautos.cl/auto.asp?codauto=5581215",5581215,84300,6e+06,NA,NA,"Bencina",NA,6,9174,84.3,"Suzuki","GrandVitara","Chileautos",NA
"4190","Glx sport",2011,"2016-10-25","http://www.chileautos.cl/auto.asp?codauto=5580118",5580118,71000,7450000,NA,NA,"Bencina",NA,5,11391,71,"Suzuki","GrandVitara","Chileautos",NA
"4192","1.6 GLX 4X4",2012,"2016-10-25","http://www.chileautos.cl/auto.asp?codauto=5579049",5579049,79483,7300000,NA,NA,"Bencina",NA,4,11162,79.483,"Suzuki","GrandVitara","Chileautos",NA
"4193",NA,2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5578478",5578478,80000,7190000,NA,NA,"Bencina",NA,5,10993,80,"Suzuki","GrandVitara","Chileautos",NA
"4194","4X4 GLX",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5578471",5578471,50000,7190000,NA,NA,"Bencina",NA,5,10993,50,"Suzuki","GrandVitara","Chileautos",NA
"4195","1.6 GLX con 49.800km",2010,"2016-10-25","http://www.chileautos.cl/auto.asp?codauto=5577850",5577850,49800,6500000,NA,NA,"Bencina",NA,6,9938,49.8,"Suzuki","GrandVitara","Chileautos",NA
"4196","1.6 GLX SPORT",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5576891",5576891,58560,7680000,NA,NA,"Bencina",NA,3,11743,58.56,"Suzuki","GrandVitara","Chileautos",NA
"4197",NA,2008,NA,"http://www.chileautos.cl/auto.asp?codauto=5576425",5576425,140000,5990000,NA,NA,"Bencina",NA,8,9159,140,"Suzuki","GrandVitara","Chileautos",NA
"4198","SPORT",2006,"2016-10-24","http://www.chileautos.cl/auto.asp?codauto=5576176",5576176,117000,4700000,NA,NA,"Bencina",NA,10,7186,117,"Suzuki","GrandVitara","Chileautos",NA
"4199","GLX SPORT 1.6 FULL",2008,"2016-10-24","http://www.chileautos.cl/auto.asp?codauto=5575207",5575207,138000,6200000,NA,NA,"Bencina",NA,8,9480,138,"Suzuki","GrandVitara","Chileautos",NA
"4200","Vvt 1.6",2009,"2016-10-22","http://www.chileautos.cl/auto.asp?codauto=5572809",5572809,140000,5900000,NA,NA,"Bencina",NA,7,9021,140,"Suzuki","GrandVitara","Chileautos",NA
"4202","1.6 AWD",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5572059",5572059,71000,7280000,NA,NA,"Bencina",NA,5,11131,71,"Suzuki","GrandVitara","Chileautos",NA
"4203","GLX 4X4 2.4",2014,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5571801",5571801,41700,8950000,NA,NA,"Bencina",NA,2,13684,41.7,"Suzuki","GrandVitara","Chileautos",NA
"4204","2.4 AT GLX NAV",2016,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5571601",5571601,12486,10790000,NA,NA,"Bencina","Automático",0,16498,12.486,"Suzuki","GrandVitara","Chileautos",NA
"4206","HUINCHE. VEALA",2010,NA,"http://www.chileautos.cl/auto.asp?codauto=5570531",5570531,85800,7380000,NA,NA,"Bencina",NA,6,11284,85.8,"Suzuki","GrandVitara","Chileautos",NA
"4207","1.6 GLX SPORT 4X4",2011,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5570223",5570223,105000,6600000,NA,NA,"Bencina",NA,5,10091,105,"Suzuki","GrandVitara","Chileautos",NA
"4208","2.4 GLX SPORT 4WD",2015,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5570200",5570200,4255,9500000,NA,NA,"Bencina",NA,1,14525,4.255,"Suzuki","GrandVitara","Chileautos",NA
"4209","1.6 GLX",2006,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5569672",5569672,85900,5e+06,NA,NA,"Bencina",NA,10,7645,85.9,"Suzuki","GrandVitara","Chileautos",NA
"4210","1.6 GLX",2007,"2016-10-21","http://www.chileautos.cl/auto.asp?codauto=5569061",5569061,87000,5500000,NA,NA,"Bencina",NA,9,8409,87,"Suzuki","GrandVitara","Chileautos",NA
"4211","1.6 GLX SPORT 4WD",2013,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5568634",5568634,70000,7300000,NA,NA,"Bencina",NA,3,11162,70,"Suzuki","GrandVitara","Chileautos",NA
"4213","2.0 JLX AT",2002,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5567774",5567774,2e+05,3400000,NA,NA,"Bencina",NA,14,5199,200,"Suzuki","GrandVitara","Chileautos",NA
"4214","GLX 1.6",2010,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5567589",5567589,73854,7250000,NA,NA,"Bencina",NA,6,11085,73.854,"Suzuki","GrandVitara","Chileautos",NA
"4215","1.6 GLX",2010,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5567212",5567212,62000,6800000,NA,NA,"Bencina",NA,6,10397,62,"Suzuki","GrandVitara","Chileautos",NA
"4216","1.6 GLX SPORT 4X4",2011,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5567009",5567009,94000,6480000,NA,NA,"Bencina",NA,5,9908,94,"Suzuki","GrandVitara","Chileautos",NA
"4217","JLX",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5566829",5566829,32963,9690000,NA,NA,"Bencina","Automático",1,14816,32.963,"Suzuki","GrandVitara","Chileautos",NA
"4218","1.6 GLX SPORT 4WD",2013,"2016-10-20","http://www.chileautos.cl/auto.asp?codauto=5566370",5566370,65000,8380000,NA,NA,"Bencina",NA,3,12813,65,"Suzuki","GrandVitara","Chileautos",NA
"4219","1.6 GLX SPORT",2009,"2016-10-19","http://www.chileautos.cl/auto.asp?codauto=5566176",5566176,54000,6400000,NA,NA,"Bencina",NA,7,9785,54,"Suzuki","GrandVitara","Chileautos",NA
"4220","2.4 GLX 4WD NAV",2016,"2016-10-19","http://www.chileautos.cl/auto.asp?codauto=5566099",5566099,10000,10800000,NA,NA,"Bencina",NA,0,16513,10,"Suzuki","GrandVitara","Chileautos",NA
"4221","GLX",2009,NA,"http://www.chileautos.cl/auto.asp?codauto=5565841",5565841,82000,6390000,NA,NA,"Bencina",NA,7,9770,82,"Suzuki","GrandVitara","Chileautos",NA
"4223","1.6 MECANICO",2010,NA,"http://www.chileautos.cl/auto.asp?codauto=5563493",5563493,80000,6490000,NA,NA,"Bencina",NA,6,9923,80,"Suzuki","GrandVitara","Chileautos",NA
"4224","2.4 GLX SPORT AUTO 4",2011,"2016-10-18","http://www.chileautos.cl/auto.asp?codauto=5563436",5563436,124000,7200000,NA,NA,"Bencina",NA,5,11009,124,"Suzuki","GrandVitara","Chileautos",NA
"4225","Glx sport",2008,"2016-10-18","http://www.chileautos.cl/auto.asp?codauto=5562816",5562816,160000,5550000,NA,NA,"Bencina",NA,8,8486,160,"Suzuki","GrandVitara","Chileautos",NA
"4226","GLX SPORT 4X4 1.6 MEC VEALO",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5562522",5562522,64000,7670000,NA,NA,"Bencina",NA,3,11727,64,"Suzuki","GrandVitara","Chileautos",NA
"4227","GLX SPORT",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5562047",5562047,58560,7680000,NA,NA,"Bencina",NA,3,11743,58.56,"Suzuki","GrandVitara","Chileautos",NA
"4228","1.6 GLX",2009,"2016-10-17","http://www.chileautos.cl/auto.asp?codauto=5561565",5561565,82500,6150000,NA,NA,"Bencina",NA,7,9403,82.5,"Suzuki","GrandVitara","Chileautos",NA
"4229","4X4",2007,NA,"http://www.chileautos.cl/auto.asp?codauto=5560243",5560243,110000,5690000,NA,NA,"Bencina",NA,9,8700,110,"Suzuki","GrandVitara","Chileautos",NA
"4230","GLX SPORT 1.6 FULL",2008,"2016-10-17","http://www.chileautos.cl/auto.asp?codauto=5559070",5559070,135000,6100000,NA,NA,"Bencina",NA,8,9327,135,"Suzuki","GrandVitara","Chileautos",NA
"4231","1.6 GLX SPORT 4WD",2013,"2016-10-16","http://www.chileautos.cl/auto.asp?codauto=5558004",5558004,24000,7390000,NA,NA,"Bencina",NA,3,11299,24,"Suzuki","GrandVitara","Chileautos",NA
"4232","1.64x4 full equipo",2009,"2016-10-16","http://www.chileautos.cl/auto.asp?codauto=5557762",5557762,75413,6550000,NA,NA,"Bencina",NA,7,10015,75.413,"Suzuki","GrandVitara","Chileautos",NA
"4233","GLX SPORT 1.6 4X4 VEALO",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5550377",5550377,24000,9480000,NA,NA,"Bencina",NA,1,14495,24,"Suzuki","GrandVitara","Chileautos",NA
"4234","GLX 2.4 MT",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5549800",5549800,56980,9490000,NA,NA,"Bencina",NA,1,14510,56.98,"Suzuki","GrandVitara","Chileautos",NA
"4237","GLX SPORT 2.4 4WD MT",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5543028",5543028,29923,9490000,NA,NA,"Bencina",NA,1,14510,29.923,"Suzuki","GrandVitara","Chileautos",NA
"4238","AUTOMATICO",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5540234",5540234,95000,7790000,NA,NA,"Bencina","Automático",5,11911,95,"Suzuki","GrandVitara","Chileautos",NA
"4239","DUEÑO IMPECABLE Véalo",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5534941",5534941,48000,7870000,NA,NA,"Bencina",NA,3,12033,48,"Suzuki","GrandVitara","Chileautos",NA
"4241","GLX SPORT",2010,NA,"http://www.chileautos.cl/auto.asp?codauto=5531656",5531656,132000,6790000,NA,NA,"Bencina",NA,6,10382,132,"Suzuki","GrandVitara","Chileautos",NA
"4242","GLX SPORT 1.6",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5529556",5529556,39452,8780000,NA,NA,"Bencina",NA,2,13424,39.452,"Suzuki","GrandVitara","Chileautos",NA
"4243","FULL 4x4",2006,NA,"http://www.chileautos.cl/auto.asp?codauto=5528906",5528906,123000,5780000,NA,NA,"Bencina",NA,10,8838,123,"Suzuki","GrandVitara","Chileautos",NA
"4244",NA,2012,NA,"http://www.chileautos.cl/auto.asp?codauto=5524680",5524680,78771,7790000,NA,NA,"Bencina",NA,4,11911,78.771,"Suzuki","GrandVitara","Chileautos",NA
"4251","FULL EQUIPO",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5519552",5519552,15000,8790000,NA,NA,"Bencina",NA,1,13440,15,"Suzuki","GrandVitara","Chileautos",NA
"4252",NA,2012,NA,"http://www.chileautos.cl/auto.asp?codauto=5518271",5518271,149747,6290000,NA,NA,"Bencina",NA,4,9617,149.747,"Suzuki","GrandVitara","Chileautos",NA
"4253","Excelente KM  20.000 KM",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5517309",5517309,20000,7980000,NA,NA,"Bencina",NA,3,12201,20,"Suzuki","GrandVitara","Chileautos",NA
"4254","1.6",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5517208",5517208,118000,6490000,NA,NA,"Bencina",NA,5,9923,118,"Suzuki","GrandVitara","Chileautos",NA
"4255","2.4 GLX SPORT 4X4 MT",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5514403",5514403,50200,9190000,NA,NA,"Bencina",NA,2,14051,50.2,"Suzuki","GrandVitara","Chileautos",NA
"4256","GLX 4X4 2.4 MT",2016,NA,"http://www.chileautos.cl/auto.asp?codauto=5503797",5503797,3698,10500000,NA,NA,"Bencina",NA,0,16054,3.698,"Suzuki","GrandVitara","Chileautos",NA
"4260","TOMAMOS AUTOS EN PARTE DE PAGO",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5486246",5486246,45000,7990000,NA,NA,"Bencina",NA,3,12217,45,"Suzuki","GrandVitara","Chileautos",NA
"4261","GLX S FULL 4X4 WINCHE",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5479337",5479337,71500,9190000,NA,NA,"Bencina","Automático",2,14051,71.5,"Suzuki","GrandVitara","Chileautos",NA
"4262","JLX SPORT",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5472156",5472156,57800,7990000,NA,NA,"Bencina",NA,3,12217,57.8,"Suzuki","GrandVitara","Chileautos",NA
"4263","2.4 GLX SPORT AUT",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5472138",5472138,54600,8490000,NA,NA,"Bencina","Automático",3,12981,54.6,"Suzuki","GrandVitara","Chileautos",NA
"4264",NA,2006,NA,"http://www.chileautos.cl/auto.asp?codauto=5461667",5461667,81000,5990000,NA,NA,"Bencina",NA,10,9159,81,"Suzuki","GrandVitara","Chileautos",NA
"4266","4x4 full",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5437441",5437441,32000,8190000,NA,NA,"Bencina","Automático",3,12522,32,"Suzuki","GrandVitara","Chileautos",NA
"4267","compramos al contado seriedad",2010,NA,"http://www.chileautos.cl/auto.asp?codauto=5426576",5426576,1e+05,5490000,NA,NA,"Bencina",NA,6,8394,100,"Suzuki","GrandVitara","Chileautos",NA
"4268",NA,2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5405622",5405622,37800,8390000,NA,NA,"Bencina",NA,3,12828,37.8,"Suzuki","GrandVitara","Chileautos",NA
"4269","Glx Sport",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5403528",5403528,58560,7680000,NA,NA,"Bencina","Automático",3,11743,58.56,"Suzuki","GrandVitara","Chileautos",NA
"4270",NA,2012,NA,"http://www.chileautos.cl/auto.asp?codauto=5388888",5388888,57900,8490000,NA,NA,"Bencina",NA,4,12981,57.9,"Suzuki","GrandVitara","Chileautos",NA
"4272",NA,2007,NA,"http://www.chileautos.cl/auto.asp?codauto=5359245",5359245,68000,4900000,NA,NA,"Bencina",NA,9,7492,68,"Suzuki","GrandVitara","Chileautos",NA
"4273","2.4 GLX SPORT 4X4 MT",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5355248",5355248,62787,8290000,NA,NA,"Bencina",NA,3,12675,62.787,"Suzuki","GrandVitara","Chileautos",NA
"4275","O KMS  GLX SPORT  GLX NAV",2016,NA,"http://www.chileautos.cl/auto.asp?codauto=5322940",5322940,12,11390000,NA,NA,"Bencina",NA,0,17415,0.012,"Suzuki","GrandVitara","Chileautos",NA
"4276","O KMS GLX AC  GLX SPORT AC",2016,NA,"http://www.chileautos.cl/auto.asp?codauto=5322933",5322933,12,10290000,NA,NA,"Bencina",NA,0,15733,0.012,"Suzuki","GrandVitara","Chileautos",NA
"4278","unico dueño",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5268902",5268902,43000,6800000,NA,NA,"Bencina",NA,5,10397,43,"Suzuki","GrandVitara","Chileautos",NA
"4280","2.0 GLX SPORT AT",2006,"14-11-2016","http://www.chileautos.cl/auto.asp?codauto=5622047",5622047,131000,6100000,NA,NA,"Bencina","Automático",10,9327,131,"Suzuki","GrandNomade","Chileautos",NA
"4281","2.0 GLX SPORT AT AC",2007,"14-11-2016","http://www.chileautos.cl/auto.asp?codauto=5621913",5621913,1e+05,6850000,NA,NA,"Bencina","Automático",9,10474,100,"Suzuki","GrandNomade","Chileautos",NA
"4282","2.0 FULL MEC",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5621839",5621839,52100,8580000,NA,NA,"Bencina",NA,3,13119,52.1,"Suzuki","GrandNomade","Chileautos",NA
"4283","AUTOMÁTICO ÚNICA DUEÑA",2012,NA,"http://www.chileautos.cl/auto.asp?codauto=5621705",5621705,78866,8690000,NA,NA,"Bencina","Automático",4,13287,78.866,"Suzuki","GrandNomade","Chileautos",NA
"4284","UNICA DUEÑA 52.000 KILOMETROS",2011,NA,"http://www.chileautos.cl/auto.asp?codauto=5621638",5621638,52133,7990000,NA,NA,"Bencina","Automático",5,12217,52.133,"Suzuki","GrandNomade","Chileautos",NA
"4286","GLX 4X4 2.4 MEC.",2015,NA,"http://www.chileautos.cl/auto.asp?codauto=5621251",5621251,42250,9990000,NA,NA,"Bencina",NA,1,15275,42.25,"Suzuki","GrandNomade","Chileautos",NA
"4287","GLX 2.0",2009,NA,"http://www.chileautos.cl/auto.asp?codauto=5621035",5621035,111000,6380000,NA,NA,"Bencina",NA,7,9755,111,"Suzuki","GrandNomade","Chileautos",NA
"4288","ÚNICO DUEÑO",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5620683",5620683,57000,9190000,NA,NA,"Bencina",NA,2,14051,57,"Suzuki","GrandNomade","Chileautos",NA
"4289","2.7 GLX SPORT",2007,"14-11-2016","http://www.chileautos.cl/auto.asp?codauto=5620315",5620315,105000,5500000,NA,NA,"Bencina","Automático",9,8409,105,"Suzuki","GrandNomade","Chileautos",NA
"4290","2.0 GLX",2010,"14-11-2016","http://www.chileautos.cl/auto.asp?codauto=5620083",5620083,96000,7300000,NA,NA,"Bencina",NA,6,11162,96,"Suzuki","GrandNomade","Chileautos",NA
"4291","3.2 GLX SPORT AUTO L",2011,"14-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619917",5619917,130000,7250000,NA,NA,"Bencina","Automático",5,11085,130,"Suzuki","GrandNomade","Chileautos",NA
"4292","2.0",2008,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619769",5619769,114000,5800000,NA,NA,"Bencina",NA,8,8868,114,"Suzuki","GrandNomade","Chileautos",NA
"4293","Glx",2010,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619768",5619768,70000,6600000,NA,NA,"Bencina","Automático",6,10091,70,"Suzuki","GrandNomade","Chileautos",NA
"4294","3.2 AUTO GLX SPORT L",2010,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619706",5619706,55300,7500000,NA,NA,"Bencina","Automático",6,11467,55.3,"Suzuki","GrandNomade","Chileautos",NA
"4295","2.0",2009,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619210",5619210,162000,6850000,NA,NA,"Bencina","Automático",7,10474,162,"Suzuki","GrandNomade","Chileautos",NA
"4296","2.4 GLX SPORT",2009,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5619101",5619101,89000,6800000,NA,NA,"Bencina",NA,7,10397,89,"Suzuki","GrandNomade","Chileautos",NA
"4297","2.4 GLX SPORT",2016,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5618924",5618924,27000,10390000,NA,NA,"Bencina",NA,0,15886,27,"Suzuki","GrandNomade","Chileautos",NA
"4298","2.4 2WD AT GLX SPORT",2015,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5618855",5618855,15400,10300000,NA,NA,"Bencina","Automático",1,15748,15.4,"Suzuki","GrandNomade","Chileautos",NA
"4299",NA,2009,"13-11-2016","http://www.chileautos.cl/auto.asp?codauto=5618655",5618655,72500,6300000,NA,NA,"Bencina","Automático",7,9633,72.5,"Suzuki","GrandNomade","Chileautos",NA
"4300","2.0 GLX SPORT",2007,"12-11-2016","http://www.chileautos.cl/auto.asp?codauto=5617999",5617999,230000,7200000,NA,NA,"Bencina",NA,9,11009,230,"Suzuki","GrandNomade","Chileautos",NA
"4302","2.0 GLX",2012,"12-11-2016","http://www.chileautos.cl/auto.asp?codauto=5617186",5617186,97500,8e+06,NA,NA,"Bencina",NA,4,12232,97.5,"Suzuki","GrandNomade","Chileautos",NA
"4303","GLX Limited",2012,"12-11-2016","http://www.chileautos.cl/auto.asp?codauto=5617125",5617125,60000,8090000,NA,NA,"Bencina",NA,4,12369,60,"Suzuki","GrandNomade","Chileautos",NA
"4304","FULL AC",2001,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5616692",5616692,102000,3900000,NA,NA,"Bencina","Automático",15,5963,102,"Suzuki","GrandNomade","Chileautos",NA
"4305","2.5 SE AUTO ALW",2005,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5616534",5616534,180000,4980000,NA,NA,"Bencina","Automático",11,7614,180,"Suzuki","GrandNomade","Chileautos",NA
"4307","2.4 GLX SPORT",2016,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5615990",5615990,9800,9300000,NA,NA,"Bencina",NA,0,14220,9.8,"Suzuki","GrandNomade","Chileautos",NA
"4308","GLX SPORT",2016,NA,"http://www.chileautos.cl/auto.asp?codauto=5615721",5615721,8000,9690000,NA,NA,"Bencina",NA,0,14816,8,"Suzuki","GrandNomade","Chileautos",NA
"4309",NA,2010,NA,"http://www.chileautos.cl/auto.asp?codauto=5615647",5615647,72000,7580000,NA,NA,"Bencina","Automático",6,11590,72,"Suzuki","GrandNomade","Chileautos",NA
"4311","SPORT 2.0 AUT EXCELENTE ESTADO",2007,NA,"http://www.chileautos.cl/auto.asp?codauto=5615562",5615562,125257,6290000,NA,NA,"Bencina","Automático",9,9617,125.257,"Suzuki","GrandNomade","Chileautos",NA
"4312","2.0 2WD AUTO GLX",2008,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5615551",5615551,138000,5800000,NA,NA,"Bencina","Automático",8,8868,138,"Suzuki","GrandNomade","Chileautos",NA
"4314","2.4 AUTO GLX SPORT",2010,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5615264",5615264,72000,7800000,NA,NA,"Bencina",NA,6,11926,72,"Suzuki","GrandNomade","Chileautos",NA
"4315","RECIBO VEHICULO",2006,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5615229",5615229,148000,6480000,NA,NA,"Bencina","Automático",10,9908,148,"Suzuki","GrandNomade","Chileautos",NA
"4316","4X4 2.4 AT LIMITED",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5615149",5615149,68338,10980000,NA,NA,"Bencina","Automático",2,16788,68.338,"Suzuki","GrandNomade","Chileautos",NA
"4317","TOP DE LINEA AUTOMATICA",2014,NA,"http://www.chileautos.cl/auto.asp?codauto=5615113",5615113,42000,9990000,NA,NA,"Bencina","Automático",2,15275,42,"Suzuki","GrandNomade","Chileautos",NA
"4318","GLX SPECIAL EDITION",2004,"11-11-2016","http://www.chileautos.cl/auto.asp?codauto=5614624",5614624,2e+05,4850000,NA,NA,"Bencina",NA,12,7416,200,"Suzuki","GrandNomade","Chileautos",NA
"4319","GLX SPORT 4X2",2014,"10-11-2016","http://www.chileautos.cl/auto.asp?codauto=5614125",5614125,40000,8700000,NA,NA,"Bencina",NA,2,13302,40,"Suzuki","GrandNomade","Chileautos",NA
"4321","GLX SPORT 2.4 MEC",2013,NA,"http://www.chileautos.cl/auto.asp?codauto=5613843",5613843,82000,8790000,NA,NA,"Bencina",NA,3,13440,82,"Suzuki","GrandNomade","Chileautos",NA
"4323","GLX 2.0",2016,NA,"http://www.chileautos.cl/auto.asp?codauto=5613589",5613589,8200,9990000,NA,NA,"Bencina",NA,0,15275,8.2,"Suzuki","GrandNomade","Chileautos",NA
"4324","GLX 2.5 AUT",2005,NA,"http://www.chileautos.cl/auto.asp?codauto=5613584",5613584,123216,4990000,NA,NA,"Bencina","Automático",11,7630,123.216,"Suzuki","GrandNomade","Chileautos",NA
